country,value,region,CODE,shuoming,title
"Iran, islamic Rep.",0.58,2015年性别差异指数,IRN,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Syria,0.568,2015年性别差异指数,SYR,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Pakistan,0.559,2015年性别差异指数,PAK,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Yemen,0.484,2015年性别差异指数,YEM,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Iraq,,2015年性别差异指数,IRQ,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
"Congo, dem. Rep.",,2015年性别差异指数,COG,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Togo,,2015年性别差异指数,TGO,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Timor-Leste,,2015年性别差异指数,TLS,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Sierra Leone,,2015年性别差异指数,SLE,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Myanmar,,2015年性别差异指数,,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Eswatini,,2015年性别差异指数,,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Bosnia and herzegovina,,2015年性别差异指数,BIH,总结：这个图显示的是2015年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.484是男女差异最大的国家，冰岛则以0.881的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2015年的性别差异指数（平均值为0.695）
Iceland,0.874,2016年性别差异指数,ISL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Finland,0.845,2016年性别差异指数,FIN,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Norway,0.842,2016年性别差异指数,NOR,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Sweden,0.815,2016年性别差异指数,SWE,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Rwanda,0.8,2016年性别差异指数,RWA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Ireland,0.797,2016年性别差异指数,IRL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Slovenia,0.786,2016年性别差异指数,SVN,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Philippines,0.786,2016年性别差异指数,PHL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
New Zealand,0.781,2016年性别差异指数,NZL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Nicaragua,0.78,2016年性别差异指数,NIC,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Switzerland,0.776,2016年性别差异指数,CHE,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Burundi,0.768,2016年性别差异指数,BDI,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Germany,0.766,2016年性别差异指数,DEU,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Namibia,0.765,2016年性别差异指数,NAM,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
South africa,0.764,2016年性别差异指数,ZAF,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Netherlands,0.756,2016年性别差异指数,NLD,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Latvia,0.755,2016年性别差异指数,LVA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
France,0.755,2016年性别差异指数,FRA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Denmark,0.754,2016年性别差异指数,DNK,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
United Kingdom,0.752,2016年性别差异指数,GBR,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Mozambique,0.75,2016年性别差异指数,MOZ,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Estonia,0.747,2016年性别差异指数,EST,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Bolivia,0.746,2016年性别差异指数,BOL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Belgium,0.745,2016年性别差异指数,BEL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Lithuania,0.744,2016年性别差异指数,LTU,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Moldova,0.741,2016年性别差异指数,MDA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Cuba,0.74,2016年性别差异指数,CUB,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Barbados,0.739,2016年性别差异指数,BRB,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Spain,0.738,2016年性别差异指数,ESP,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Portugal,0.737,2016年性别差异指数,PRT,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Belarus,0.737,2016年性别差异指数,BLR,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
costa Rica,0.736,2016年性别差异指数,CRI,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Argentina,0.735,2016年性别差异指数,ARG,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Luxembourg,0.734,2016年性别差异指数,LUX,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
canada,0.731,2016年性别差异指数,CAN,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Cape Verde,0.729,2016年性别差异指数,,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Bahamas,0.729,2016年性别差异指数,BHM,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Poland,0.727,2016年性别差异指数,POL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Colombia,0.727,2016年性别差异指数,COL,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Ecuador,0.726,2016年性别差异指数,ECU,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Bulgaria,0.726,2016年性别差异指数,BGR,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Jamaica,0.724,2016年性别差异指数,JAM,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Lao PdR,0.724,2016年性别差异指数,LAO,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Trinidad and Tobago,0.723,2016年性别差异指数,TTO,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
United States,0.722,2016年性别差异指数,USA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Panama,0.721,2016年性别差异指数,PAN,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Australia,0.721,2016年性别差异指数,AUS,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Serbia,0.72,2016年性别差异指数,SRB,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Italy,0.719,2016年性别差异指数,ITA,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Israel,0.719,2016年性别差异指数,ISR,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
Kazakhstan,0.718,2016年性别差异指数,KAZ,总结：这个图显示的是2016年的性别差异指数，指数越接近1就表示差异越小，越接近0则差异越大，深色区则是男女差异较大的区域。由图可以看到，男女差异较大的区域主要集中在中亚和非洲地区。而也门的值最低为0.516是男女差异最大的国家，冰岛则以0.874的数值成为男女差异最小的国家。从整体来看15年到18年的性格差异指数变化较小，世界的平均水平维持在0.695左右。,2016年的性别差异指数（平均值为0.695）
